Time,Demand_s1,GasBase_s1,GasOption_s1,GasPeak_s1,SolarPower_s1,SpotMarket_s1,WindPower_s1,Demand_s2,GasBase_s2,GasOption_s2,GasPeak_s2,SolarPower_s2,SpotMarket_s2,WindPower_s2,Demand_s3,GasBase_s3,GasOption_s3,GasPeak_s3,SolarPower_s3,SpotMarket_s3,WindPower_s3,Demand_s4,GasBase_s4,GasOption_s4,GasPeak_s4,SolarPower_s4,SpotMarket_s4,WindPower_s4,Demand_s5,GasBase_s5,GasOption_s5,GasPeak_s5,SolarPower_s5,SpotMarket_s5,WindPower_s5
2021-01-01 09:15:00,9.264959999999999,9.999999999976113,1.251813885644495e-11,0.0,0.13,-0.6994857553713424,0.0,9.36864,9.999999999976113,1.2843731105521833e-11,0.0,0.32,-0.6278614057249553,0.0,9.52416,9.999999999976113,2.4452245106419436e-11,0.0,0.32,-0.7958400000016654,0.0,9.679680000000001,9.999999999976113,1.3173705967064476e-11,0.0,0.27,-0.4879723577048676,0.0,9.54144,9.999999999976113,1.2677894781588929e-11,0.0,0.3,-0.479753243230456,0.0
2021-01-01 09:30:00,9.34272,9.999999999976113,1.204932269831078e-11,0.0,0.11,-0.5503840026014434,0.0,9.45504,9.999999999976113,1.2728751625522053e-11,0.0,0.37,-0.5913672932089348,0.0,9.552959999999999,9.999999999976113,2.4319641064516426e-11,0.0,0.36,-0.8070400000015274,0.0,9.71136,9.999999999976113,1.3183001487831266e-11,0.0,0.31,-0.4964707328032409,0.0,9.576,9.999999999976113,1.3046911625134888e-11,0.0,0.32,-0.4727957470986353,0.0
2021-01-01 09:45:00,9.36,9.999999999976113,1.206756172704757e-11,0.0,0.19,-0.6160598806745475,0.0,9.52416,9.999999999976113,1.2633437259699253e-11,0.0,0.41,-0.5622879990796573,0.0,9.6624,9.999999999976113,2.573524635822548e-11,0.0,0.39,-0.7276000000030212,0.0,9.774719999999999,9.999999999976113,1.3133597751761342e-11,0.0,0.34,-0.4621581742563286,0.0,9.636479999999999,9.999999999976113,1.3034651442536586e-11,0.0,0.34,-0.43209739380899553,0.0
2021-01-01 10:00:00,9.43776,9.999999999976113,1.2266713924778872e-11,0.0,0.31,-0.6841713966651732,0.0,9.61056,9.999999999976113,1.2762656052171738e-11,0.0,0.44,-0.5058593187209268,0.0,9.75744,9.999999999976113,2.5303330431563644e-11,0.0,0.4,-0.6425600000025584,0.0,9.84384,9.999999999976113,1.312283358199784e-11,0.0,0.33,-0.3828290341915418,0.0,9.696959999999999,9.999999999976113,1.2877334414663113e-11,0.0,0.34,-0.3686138633854565,0.0
2021-01-01 10:15:00,9.43776,9.999999999976113,1.2160543651665496e-11,0.0,0.35,-0.7116407292480192,0.0,9.64224,9.999999999976113,1.2666432517652019e-11,0.0,0.48,-0.5141813230870618,0.0,9.76032,9.999999999976113,2.5368963003667536e-11,0.0,0.45,-0.6896800000026281,0.0,9.861120000000001,9.999999999976113,1.3134941450363569e-11,0.0,0.3,-0.3357842580288876,0.0,9.7488,9.999999999976113,1.2885150519768596e-11,0.0,0.36,-0.33693218017987103,0.0
2021-01-01 10:30:00,9.47232,9.999999999976113,1.2192120198026671e-11,0.0,0.36,-0.6910647206452125,0.0,9.74592,9.999999999976113,1.2566529310478727e-11,0.0,0.51,-0.4362872169665049,0.0,9.809280000000001,9.999999999976113,2.516339413695309e-11,0.0,0.49,-0.6807200000024102,0.0,9.93024,9.999999999976113,1.3138969693512885e-11,0.0,0.26,-0.22674235822472147,0.0,9.696959999999999,9.999999999976113,1.2852766393468873e-11,0.0,0.33,-0.35810994636844,0.0
2021-01-01 10:45:00,9.489600000000001,9.999999999976113,1.2291819718728134e-11,0.0,0.39,-0.714971790296534,0.0,9.78336,9.999999999976113,1.288768841849245e-11,0.0,0.55,-0.44321657574222734,0.0,9.85824,9.999999999976113,2.5393267306754697e-11,0.0,0.51,-0.6517600000026545,0.0,9.95616,9.999999999976113,1.3145674424692217e-11,0.0,0.22,-0.16095214980733488,0.0,9.72288,9.999999999976113,1.283266183538269e-11,0.0,0.39,-0.391770295101692,0.0
2021-01-01 11:00:00,9.56736,9.999999999976113,1.2845517445303826e-11,0.0,0.31,-0.5944147883861477,0.0,9.75456,9.999999999976113,1.2571111928863292e-11,0.0,0.59,-0.5081194272995715,0.0,9.88704,9.999999999976113,2.5601264074609804e-11,0.0,0.53,-0.6429600000028737,0.0,9.964799999999999,9.999999999976113,1.2706905416853392e-11,0.0,0.16,-0.08306235656938657,0.0,9.671040000000001,9.999999999976113,1.2813113069887192e-11,0.0,0.37,-0.42319591329016093,0.0
2021-01-01 11:15:00,9.55872,9.999999999976113,1.2515206020317613e-11,0.0,0.37,-0.6455044422532733,0.0,9.82368,9.999999999976113,1.261144011810602e-11,0.0,0.6,-0.45279352200227313,0.0,9.89568,9.999999999976113,2.5596022449271044e-11,0.0,0.53,-0.6343200000028694,0.0,10.01376,9.999999999976113,1.2701320587249867e-11,0.0,0.19,-0.063971502236474,0.0,9.73152,9.999999999976113,1.3457486118496687e-11,0.0,0.47,-0.473393430308091,0.0
2021-01-01 11:30:00,9.56736,9.999999999976113,1.2596665985172983e-11,0.0,0.47,-0.7427367348834559,0.0,9.763200000000001,9.999999999976113,1.2688428519396719e-11,0.0,0.58,-0.4932110247621688,0.0,9.94752,9.999999999976113,2.600504730387284e-11,0.0,0.53,-0.5824800000033105,0.0,10.07712,9.999999999976113,1.2635685940319932e-11,0.0,0.3,-0.10904285545479211,0.0,9.74016,9.999999999976113,1.2901897293871358e-11,0.0,0.53,-0.5159079473412742,0.0
